"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Rafael Santos";"Brasil";"GR";"Chapecoense";"35";"2.000";"10.100";"70.8% (GR)";"70.8% (GR)";"19028925"
"Rafael Santos";"Brasil";"Def EC";"Nacional da Madeira";"26";"2.420";"6.100";"61.9% (DL)";"67.3% (DL)";"19328103"
"Rafael Santos";"Brasil";"Def/Ala E";"Colorado";"26";"2.300";"649.120";"69.6% (DL)";"72.7% (DL)";"19373318"
"Rafael Sayão";"Brasil";"MA E, PL";"-";"33";"0";"0";"63.3% (Pnt)";"63.3% (Pnt)";"19246271"
"Rafael Schüler Crivellaro";"Brasil / Itália / Alemanha";"MA EC";"Náutico";"35";"1.690";"4.320";"69.3% (Pnt)";"69.3% (Pnt)";"2111397"
"Rafael Silva";"Brasil";"MA DE, PL";"São Bento (SP)";"34";"550";"1.230";"62.1% (Pnt)";"62.1% (Pnt)";"19157360"
"Rafael Silva";"Brasil";"MA D, PL";"Tombense";"29";"920";"24.850";"68.6% (PLR)";"72.2% (PLR)";"19341244"
"Rafael Silva";"Brasil";"PL";"Glória do Ribatejo";"25";"0";"0";"66.5% (PLR)";"70.1% (PLR)";"2000140367"
"Rafael Silveira";"Brasil / Itália";"PL";"Nelas";"34";"0";"0";"63.4% (PLA)";"63.4% (PLA)";"55066875"
"Rafael Soares";"Brasil";"Def/Ala E";"Londrina";"19";"50";"0";"59.9% (DL)";"68.3% (DL)";"2000139486"
"Rafael Tanque";"Brasil";"MA/Av C";"União São João";"32";"60";"0";"60.6% (PLR)";"61.3% (PLR)";"19190741"
"Rafael Tavares";"Brasil";"MA EC";"Amazonas";"33";"620";"0";"65.3% (Pnt)";"65.3% (Pnt)";"19042558"
"Rafael Tavares";"Brasil";"MA EC, Av C";"-";"24";"0";"0";"61.0% (PLR)";"74.3% (PLR)";"63037160"
"Rafael Tchuca";"Brasil";"MD";"Auto Esporte (PB)";"35";"210";"0";"61.4% (MD)";"61.4% (MD)";"19034617"
"Rafael Thyere";"Brasil";"Def C";"Sport";"31";"5.680";"156.741.470";"73.3% (DC)";"74.0% (DC)";"19152793"
"Rafael Toloi";"Itália / Brasil";"Def DC";"São Paulo";"34";"23.660";"3.312.410";"78.4% (DC)";"78.4% (DC)";"19052922"
"Rafael Vaz";"Brasil";"Def C, MD";"Água Santa";"36";"4.800";"7.330";"66.5% (DC)";"66.5% (DC)";"19043528"
"Rafael Verrone";"Brasil / Itália";"Def/Ala/MA E";"Hercílio Luz";"26";"150";"0";"59.5% (Pnt)";"63.0% (Pnt)";"43391830"
"Rafael Viana";"Brasil";"Def C";"Sacavenense";"27";"500";"130";"64.7% (DC)";"64.7% (DC)";"83285007"
"Rafael Viegas";"Brasil";"Def/Ala D";"Qarabag";"30";"2.430";"57.070";"63.6% (DL)";"69.5% (DL)";"83209264"
"Rafael Vieira";"Brasil";"Def/Ala E";"Juventus (NCA)";"36";"550";"450";"62.5% (DL)";"62.5% (DL)";"19006485"
"Rafael Vila";"Brasil";"MD, MA C";"Sergipe";"36";"1.170";"2.060";"65.5% (M)";"65.5% (M)";"19221259"
"Rafael Vinícius";"Brasil";"MD";"Anápolis";"25";"350";"4.130";"61.7% (M)";"68.2% (M)";"19301646"
"Rafael Vitor";"Brasil";"Def C";"Amazonas";"31";"490";"520";"61.3% (DC)";"62.6% (DC)";"19190102"
"Rafael Will";"Brasil";"Def C";"Operário (PR)";"21";"50";"0";"53.5% (DC)";"60.0% (DC)";"2000052862"
"Rafael William";"Brasil";"GR";"Maringá";"23";"1.130";"142.120";"72.8% (GR)";"79.4% (GR)";"19383252"
"Rafael Zuchi";"Brasil / Itália";"Def C";"Castiadas";"30";"0";"0";"61.9% (DC)";"66.3% (DC)";"29117667"
"Rafaelson";"Brasil";"MA DE, PL";"Binh Dinh";"27";"2.170";"110.210";"68.9% (PLA)";"74.2% (PLA)";"19231090"
"Rafhael Lucas";"Brasil";"PL";"Boavista (RJ)";"32";"740";"3.380";"69.3% (PLR)";"70.3% (PLR)";"19153070"
"Rafinha";"Brasil";"MD";"Rio Branco (ES)";"34";"960";"0";"63.8% (MD)";"63.8% (MD)";"19055590"
"Rafinha";"Brasil";"Def/Ala/M E";"-";"39";"0";"0";"64.8% (DL)";"64.8% (DL)";"19095907"
"Rafinha";"Brasil";"MA DE, PL";"São Raimundo (PA)";"31";"550";"4.230";"62.7% (Pnt)";"64.3% (Pnt)";"19144255"
"Rafinha";"Brasil";"MD";"Pérolas Negras";"31";"410";"0";"63.1% (Pnt)";"65.1% (Pnt)";"19173716"
"Rafinha";"Brasil";"Ala/MA E";"Assisense";"28";"80";"0";"63.3% (Pnt)";"66.4% (Pnt)";"19193453"
"Rafinha";"Brasil";"MA EC, Av C";"Botafogo (PB)";"32";"1.150";"28.070";"69.7% (PLR)";"69.7% (PLR)";"19215494"
"Rafinha";"Brasil";"PL";"Persiraja";"32";"1.020";"1.080";"63.0% (PLR)";"64.0% (PLR)";"19248483"
"Rafinha";"Brasil";"MA/Av C";"Cuiabá";"32";"2.010";"63.150";"71.8% (PLR)";"71.8% (PLR)";"19272133"
"Rafinha";"Brasil";"MA DC";"Lajeadense";"27";"170";"980";"62.1% (Pnt)";"70.3% (Pnt)";"19311315"
"Rafinha";"Brasil";"MA C";"CRB";"24";"60";"0";"63.5% (MA)";"71.5% (MA)";"19352288"
"Rafinha";"Brasil";"MA DEC";"Confiança (SE)";"25";"620";"9.050";"66.9% (Pnt)";"74.3% (Pnt)";"19357748"
"Rafinha";"Brasil";"MD";"North (MG)";"28";"200";"3.340";"63.7% (MD)";"67.2% (MD)";"19381258"
"Rafinha";"Brasil / Espanha";"MA DC";"Al-Fayha";"31";"8.060";"169.016.740";"80.3% (Pnt)";"82.3% (Pnt)";"67100016"
"Rafinha";"Brasil / Portugal";"Def DC";"Silves";"35";"0";"0";"63.8% (DC)";"63.8% (DC)";"83187534"
"Rafinha";"Brasil";"MA D";"Municipal (GUA)";"36";"2.340";"0";"66.6% (Pnt)";"66.6% (Pnt)";"87041758"
"Rafinha";"Austrália / Brasil";"MA DE, PL";"Avaí";"22";"3.540";"177.930";"69.2% (Pnt)";"71.0% (Pnt)";"2000005783"
"Rafinha";"Brasil";"MA C";"Sampaio Corrêa (RJ)";"22";"290";"0";"56.9% (MA)";"68.1% (MA)";"2000027023"
"Rafinha";"Brasil";"MA C";"Bagé";"28";"70";"0";"63.7% (PLR)";"65.2% (PLR)";"2000063453"
"Rafinha";"Brasil";"MA DE";"Ceilandense";"22";"50";"0";"54.3% (Pnt)";"60.3% (Pnt)";"2000140994"
"Rafinha";"Brasil";"PL";"Fluminense (RN)";"21";"180";"0";"48.5% (PLR)";"51.8% (PLR)";"2000226744"
"Rafinha";"Brasil";"Def/Ala D, MD";"Palmeiras";"16";"40";"11.630";"57.7% (DL)";"78.7% (DL)";"2002156655"
"Rafinha";"Brasil";"GR";"Internacional";"16";"40";"0";"47.6% (GR)";"70.0% (GR)";"2002156685"
"Rafinha";"Brasil";"MA D, PL";"Volta Redonda";"16";"40";"0";"45.7% (Pnt)";"68.8% (PLR)";"2002157564"
"Rafinha";"Brasil";"Def/Ala/M E";"CSA";"16";"40";"0";"42.7% (Pnt)";"65.1% (Pnt)";"2002157578"
"Rafinha";"Brasil / Alemanha";"GR";"Vila Nova (GO)";"16";"30";"0";"51.8% (GR)";"74.2% (GR)";"2002157711"
"Rafinha";"Brasil";"Def C, MD";"Amazonas";"16";"30";"8.050";"51.6% (DC)";"68.9% (DC)";"2002158645"
"Rafinha";"Brasil";"Def/Ala D";"Iguatu";"16";"30";"0";"50.0% (DL)";"73.2% (DL)";"2002158750"
"Rafinha";"Brasil";"MA DE";"Porto (PE)";"16";"30";"0";"43.0% (Pnt)";"67.1% (Pnt)";"2002159041"
"Rafinha";"Brasil";"Def C";"Apucarana Sports";"16";"30";"0";"42.5% (DC)";"57.4% (DC)";"2002159804"
"Rafinha";"Brasil";"MA/Av C";"Atlético (ES)";"16";"30";"0";"52.7% (MA)";"71.6% (MA)";"2002160619"
"Rafinha";"Brasil";"MA E, PL";"Santa Rosa (PA)";"16";"30";"0";"43.3% (PLR)";"66.9% (PLR)";"2002161231"
"Rafinha";"Brasil";"Def/Ala E";"Atlético Batistense";"16";"30";"0";"43.6% (DL)";"68.7% (DL)";"2002161281"
"Rafinha Potiguar";"Brasil";"MA/Av C";"Sampaio Corrêa";"25";"230";"1.010";"62.1% (PLR)";"65.7% (PLR)";"19358037"
"Ragner Paula";"Brasil / Portugal";"MA EC";"Juventude Lajense";"36";"0";"0";"64.3% (Pnt)";"64.3% (Pnt)";"55023694"
"Rahman, Saiful Bari";"Bangladesh";"MA EC, Av C";"Abahani KC (D)";"16";"30";"0";"38.2% (PLR)";"38.2% (PLR)";"2002156582"
"Rai";"Brasil";"PL";"São Raimundo (RR)";"33";"220";"0";"62.2% (PLR)";"62.2% (PLR)";"80036088"
"Raí";"Brasil";"MA C";"Volta Redonda";"22";"370";"4.040";"63.3% (MA)";"72.0% (MA)";"2000157044"
"Raí";"Brasil";"MA DE";"Resende";"20";"100";"3.430";"59.3% (Pnt)";"64.2% (Pnt)";"2000240258"
"Raí";"Brasil / Itália";"Def C, MD";"Serra Branca";"16";"30";"0";"41.9% (DC)";"57.9% (DC)";"2002159048"
"Raí Nascimento";"Brasil / Espanha";"MA DE";"Guarani";"26";"2.810";"81.200";"72.3% (Pnt)";"73.3% (Pnt)";"67248411"
"Raí Ramos";"Brasil";"Def/Ala D";"Grêmio Novorizontino";"30";"1.040";"3.940";"67.3% (DL)";"67.3% (DL)";"19197057"
"Raí Soares";"Brasil";"MA DE";"Anápolis";"23";"1.200";"7.180";"65.3% (Pnt)";"68.8% (Pnt)";"2000074247"
"Raian";"Brasil";"MD";"Boston City (MG)";"25";"50";"0";"42.9% (MD)";"43.7% (MD)";"2002052144"
"Railan";"Brasil";"Def/Ala D";"Avaí";"24";"480";"1.930";"62.6% (Pnt)";"67.4% (DL)";"19380340"
"Railon";"Brasil";"Def C, MD";"Centro Oeste";"30";"280";"4.440";"60.1% (DC)";"62.3% (DC)";"19393850"
"Railson";"Brasil";"MA/Av C";"Americano";"22";"50";"0";"46.6% (PLR)";"55.7% (PLR)";"2000243820"
"Raílson";"Brasil";"MA DEC";"GAS";"32";"140";"0";"63.3% (Pnt)";"63.3% (Pnt)";"19161018"
"Raílson";"Brasil";"GR";"URT";"31";"550";"0";"67.6% (GR)";"68.7% (GR)";"2000136496"
"Raimar";"Brasil";"Def/Ala E, MA EC";"Náutico";"22";"830";"80.810";"66.9% (Pnt)";"73.8% (Pnt)";"19358102"
"Raimundão";"Brasil";"Def/M D";"Figueirense";"16";"40";"0";"48.1% (Pnt)";"66.4% (Pnt)";"2002157089"
"Raimundo";"Brasil";"MD";"Águia de Marabá";"29";"50";"0";"50.1% (MD)";"52.5% (MD)";"2002052581"
"Raimundo";"Brasil";"Def EC";"Guarany Alagoano";"16";"0";"0";"51.2% (DC)";"55.2% (DC)";"2002130756"
"Raimundo";"Brasil";"MA DC, Av C";"Cuiabá";"16";"30";"46.690";"54.3% (PLR)";"73.4% (PLR)";"2002157451"
"Raimundo";"Brasil";"Def EC";"Caxias";"16";"40";"0";"53.6% (DC)";"72.4% (DC)";"2002157736"
"Raimundo";"Brasil";"MA EC, Av C";"ADESG";"16";"30";"0";"45.8% (PLR)";"73.2% (PLR)";"2002161673"
"Raimundo";"Brasil";"MA DEC";"-";"16";"0";"0";"43.2% (Pnt)";"49.4% (Pnt)";"2002162302"
"Raimundo Nonato";"Brasil";"MA E, PL";"Novo Horizonte (RS)";"16";"140";"0";"54.6% (PLR)";"58.1% (PLR)";"2002131187"
"Raimundo Nonato";"Brasil";"MD";"Jacuipense";"16";"40";"0";"50.1% (M)";"69.6% (M)";"2002157775"
"Raimundo Nonato";"Brasil";"GR";"Tomazinho";"16";"30";"0";"49.8% (GR)";"72.2% (GR)";"2002160868"
"Raimundo Nonato";"Brasil";"MA C";"Paracatu";"16";"30";"0";"47.0% (MA)";"72.7% (M)";"2002162107"
"Raíque";"Brasil";"Def/Ala D";"Juventude Samas";"21";"240";"0";"58.9% (DL)";"66.5% (DL)";"2000149883"
"Ral";"Brasil";"Def E";"Fluminense de Feira";"28";"500";"5.980";"64.9% (DL)";"67.8% (DL)";"2002052083"
"Ralf";"Brasil";"MD";"-";"40";"0";"0";"68.0% (MD)";"68.0% (MD)";"2114831"
"Ralph";"Brasil";"MD";"Chiangrai Utd";"26";"2.030";"79.090";"61.0% (M)";"61.0% (M)";"19260171"
"Ralph";"Brasil / Espanha";"MA E, PL";"Anápolis";"16";"30";"0";"44.2% (PLR)";"69.6% (PLR)";"2002158258"
"Ramazani, Largie";"Bélgica / Burundi";"MA DE, PL";"Leeds";"23";"47.480";"47.671.840";"78.7% (PLR)";"82.2% (PLR)";"28116558"
"Ramires";"Brasil";"MD";"Alpha Utd";"42";"20";"0";"63.5% (MD)";"63.5% (MD)";"316578"
"Ramires";"Brasil";"MD";"Barcelona de Ilhéus";"37";"560";"0";"63.5% (MD)";"63.5% (MD)";"19249895"
"Ramires";"Brasil";"MD";"Ferroviário (CE)";"25";"300";"1.640";"61.8% (MD)";"64.7% (MD)";"19388975"
"Ramires";"Brasil";"PL";"Auda";"23";"440";"26.710";"62.8% (PLR)";"70.7% (PLR)";"2000029841"
"Ramires";"Brasil";"Def/MA D";"Desportiva";"28";"50";"0";"46.6% (DL)";"47.7% (DL)";"2002052503"
"Ramires";"Brasil";"GR";"Cametá";"16";"30";"0";"45.2% (GR)";"72.6% (GR)";"2002158893"
"Ramírez, Gastón";"Uruguai";"MA DEC, Av C";"Austin FC";"33";"21.340";"164.630";"70.8% (Pnt)";"70.8% (Pnt)";"78027222"
"Ramírez, Ignacio";"Uruguai";"PL";"Sport";"27";"6.620";"935.510";"72.1% (PLA)";"76.3% (PLA)";"78080822"
"Ramírez, Iván";"Paraguai";"Def/Ala D, MD";"Libertad";"29";"11.790";"384.570";"72.7% (DL)";"74.2% (DL)";"79013394"
"Ramírez, José David";"México";"Ala/MA D";"Chivas";"28";"9.760";"1.344.660";"72.0% (Pnt)";"76.1% (Pnt)";"51046542"
"Ramírez, Kevin";"Uruguai";"MA E, PL";"Amazonas";"30";"3.500";"31.370";"69.3% (Pnt)";"72.9% (Pnt)";"78066939"
"Ramírez, Moisés";"Equador";"GR";"Abha";"24";"6.890";"2.606.100";"73.7% (GR)";"80.3% (GR)";"86066843"
"Ramiro";"Brasil / Itália";"MD, MA DC";"FC Dallas";"31";"33.430";"300.000.000";"75.0% (DL)";"77.0% (DL)";"19196788"
"Ramiro";"Brasil";"MA C";"Resende";"27";"50";"0";"60.1% (MA)";"65.0% (MA)";"19406797"
"Ramom";"Brasil";"Def C";"Jacobina";"22";"210";"0";"58.7% (DC)";"62.4% (DC)";"2000159236"
"Ramom";"Brasil";"MA EC";"São José (RJ)";"16";"30";"0";"49.3% (MA)";"72.5% (MA)";"2002160871"
"Ramon";"Brasil";"MA C";"Esportivo";"32";"60";"0";"62.3% (M)";"63.0% (M)";"19107893"
"Ramon";"Brasil";"Def C";"União (CE)";"34";"80";"0";"61.5% (DC)";"61.5% (DC)";"19156955"
"Ramon";"Brasil";"MA DE, PL";"Cabofriense";"26";"1.160";"24.080";"67.0% (Pnt)";"68.9% (Pnt)";"19250984"
"Ramon";"Brasil";"Def C, MD";"Sport";"29";"4.180";"96.730";"71.0% (DL)";"73.9% (DL)";"19259411"
"Ramon";"Brasil";"Def DC";"Ferroviário (CE)";"29";"260";"720";"64.1% (DC)";"68.2% (DC)";"19267048"
"Ramon";"Brasil";"MD";"Ituano";"27";"2.620";"231.600";"69.5% (DL)";"74.5% (DL)";"19285378"
"Ramon";"Brasil";"Def/Ala E";"Nova Iguaçu";"25";"270";"3.280";"60.3% (DL)";"64.8% (DL)";"19319066"
"Ramon";"Brasil";"Def/Ala E";"Vitória";"23";"3.270";"540.060";"72.1% (DL)";"76.5% (DL)";"19350602"
"Ramon";"Brasil";"MA C";"Iguatu";"24";"280";"0";"65.7% (MA)";"70.6% (MA)";"19409596"
"Ramon";"Brasil";"MA DEC";"Khor Fakkan";"35";"15.100";"16.400";"68.0% (Pnt)";"68.0% (Pnt)";"71022955"
"Ramon";"Brasil";"Def/Ala E";"Esportivo";"24";"260";"1.500";"65.5% (DL)";"66.9% (DL)";"2000029092"
"Ramon";"Brasil";"MA C";"Figueirense";"24";"510";"1.240";"64.9% (MA)";"74.2% (MA)";"2000062571"
"Ramon";"Brasil";"PL";"Coimbra";"24";"400";"350";"65.4% (PLR)";"68.0% (PLR)";"2000137168"
"Ramon";"Brasil";"MD";"Nacional (SP)";"22";"250";"0";"53.8% (M)";"57.1% (M)";"2000143470"
"Ramon";"Brasil";"Def/Ala E";"Bonsucesso";"20";"50";"0";"58.6% (DL)";"66.4% (DL)";"2000160272"
"Ramon";"Brasil";"GR";"Rio Branco (AC)";"23";"220";"1.030";"61.0% (GR)";"63.7% (GR)";"2002052192"
"Ramon";"Brasil / Uruguai";"GR";"Manauara";"15";"40";"0";"44.0% (GR)";"65.9% (GR)";"2002158865"
"Ramon";"Brasil";"GR";"Juventude Samas";"16";"30";"0";"36.9% (GR)";"41.8% (GR)";"2002160353"
"Ramón";"Brasil";"Def DC";"Al-Hamriya";"34";"2.770";"135.584.860";"68.5% (DC)";"68.5% (DC)";"19038570"
"Ramón";"Brasil";"MA DC, Av C";"Araz Naxçivan";"33";"1.810";"40.050";"66.9% (PLR)";"66.9% (PLR)";"92056781"
"Ramón";"Brasil";"PL";"Portuguesa Santista";"18";"50";"70";"60.0% (PLR)";"72.2% (PLR)";"2000208763"
"Ramón";"Brasil";"MD, MA DC";"Mirassol";"16";"30";"0";"46.2% (M)";"67.5% (M)";"2002157108"
"Ramón";"Brasil";"MA E, PL";"Catuense";"16";"40";"0";"49.6% (PLR)";"71.3% (PLR)";"2002159470"
"Ramón";"Brasil";"MA DC";"Penarol (AM)";"16";"40";"0";"53.7% (M)";"73.9% (M)";"2002160282"
"Ramón";"Brasil / Espanha";"GR";"Sobradinho";"16";"30";"0";"41.3% (GR)";"65.9% (GR)";"2002160389"
"Ramón Azevedo";"Brasil";"GR";"Ji-Paraná";"31";"170";"0";"65.7% (GR)";"66.9% (GR)";"19219214"
"Ramon César";"Brasil";"MD";"Al-Ahli Club";"22";"100";"5.210";"60.1% (DL)";"66.0% (DL)";"19398959"
"Ramon Gabriel";"Brasil";"MD";"Potyguar Seridoense";"37";"180";"0";"60.9% (MD)";"60.9% (MD)";"19370806"
"Ramon Reis";"Brasil";"MD";"Atlético Patrocinense";"26";"170";"0";"60.3% (MD)";"64.6% (MD)";"2000018563"
"Ramon Ricardo";"Brasil";"Def/Ala/MA D";"Rio Branco VN";"23";"970";"410";"60.6% (Pnt)";"61.6% (Pnt)";"19388629"
"Ramon Rique";"Brasil";"MA C";"Vasco";"19";"50";"0";"58.4% (MA)";"62.9% (MA)";"2002063931"
"Ramon Riquelme";"Brasil";"MA C";"Palmeiras";"20";"50";"0";"55.1% (MA)";"60.0% (MA)";"2002102348"
"Ramon Santos";"Brasil / Portugal";"PL";"Freixo de Numão";"26";"0";"0";"62.4% (PLR)";"65.5% (PLR)";"83249239"
"Ramon Souza";"Brasil";"Def/Ala D";"Parnahyba";"23";"370";"2.480";"64.4% (DL)";"67.0% (DL)";"2000022886"
"Ramon Tanque";"Brasil";"PL";"Persib";"26";"1.030";"32.650";"65.0% (PLR)";"68.5% (PLR)";"2000084492"
"Ramonzinho";"Brasil";"MA DE";"Garliava";"24";"210";"2.050";"64.6% (Pnt)";"67.6% (Pnt)";"19393067"
"Ramonzinho";"Brasil";"Def D";"São Francisco (PA)";"27";"50";"0";"43.5% (DL)";"46.8% (DL)";"2002052596"
"Ramos Mingo, Santiago";"Argentina / Itália";"Def C";"Bahia";"23";"1.130";"28.370";"72.1% (DC)";"77.3% (DC)";"14219093"
"Ramos, Basílio";"Brasil";"MA D, PL";"América (RN)";"15";"40";"0";"51.3% (Pnt)";"72.1% (Pnt)";"2002157294"
"Ramos, Chris";"Espanha";"MA DE, PL";"Botafogo";"27";"5.720";"5.702.240";"72.5% (PLR)";"75.4% (PLR)";"67264011"
"Ramos, Cláudio";"Portugal";"GR";"Porto";"33";"5.390";"300.000.000";"77.3% (GR)";"77.3% (GR)";"55022080"
"Ramos, Ericksson";"Brasil";"MA D, PL";"CEO";"16";"30";"0";"45.1% (PLR)";"69.8% (PLR)";"2002160328"
"Ramos, Gidel";"Brasil";"Def/M D";"Avenida";"16";"30";"0";"46.8% (DL)";"72.6% (DL)";"2002158166"
"Ramos, Gonçalo";"Portugal";"MA/Av C";"PSG";"23";"72.070";"53.163.130";"83.7% (PLR)";"85.8% (PLR)";"83209468"
"Ramos, Joab";"Brasil";"Def D, M DC";"América (RN)";"16";"40";"0";"46.1% (Pnt)";"67.4% (Pnt)";"2002157293"
"Ramos, Rafael";"Portugal / Brasil";"Def/Ala DE";"Ceará";"29";"5.420";"103.340";"71.2% (DL)";"73.2% (DL)";"55070266"
"Ramos, Reginaldo";"Brasil";"GR";"Náutico (RR)";"16";"30";"0";"41.8% (GR)";"68.1% (GR)";"2002160732"
"Ramos, Rubenito";"Brasil";"MD, MA C";"São Gonçalo (RN)";"16";"30";"0";"38.9% (M)";"63.5% (M)";"2002159604"
"Ramos, Sergio";"Espanha";"Def C";"Milan";"38";"74.850";"13.505.720";"81.5% (DC)";"81.5% (DC)";"7458272"
"Ramsay, Calvin";"Escócia";"Def/Ala D";"Liverpool";"21";"15.000";"26.753.700";"72.8% (DL)";"79.8% (DL)";"61098180"
"Ramsdale, Aaron";"Inglaterra";"GR";"Southampton";"26";"72.960";"73.512.940";"84.8% (GR)";"88.1% (GR)";"29137172"
"Ramsey, Aaron";"País de Gales";"MD, MA DC";"Pumas";"33";"25.850";"1.702.080";"74.5% (Pnt)";"74.5% (Pnt)";"29000737"
"Ramsey, Jacob";"Inglaterra";"MA C";"Newcastle";"23";"38.240";"22.179.130";"75.2% (M)";"76.2% (M)";"29193659"
"Ranaldi, Emerson";"Brasil";"MD";"Bahia de Feira";"16";"30";"0";"43.8% (M)";"56.7% (M)";"2002159316"
"Ranaldi, Filipe";"Brasil";"GR";"Barretos";"16";"30";"0";"37.2% (GR)";"53.0% (GR)";"2002160661"
"Rander";"Brasil";"GR";"Varginha";"26";"60";"0";"69.6% (GR)";"73.1% (GR)";"2000043981"
"Randerson Fininho";"Brasil";"MA EC";"Tupi";"30";"200";"0";"52.8% (Pnt)";"53.9% (Pnt)";"2002052524"
"Rangel";"Brasil";"MA/Av C";"IFK Mariehamn";"29";"1.760";"19.370";"68.4% (PLA)";"71.5% (PLA)";"16248936"
"Raniel";"Brasil";"MA DC, Av C";"BG Pathum Utd";"28";"9.470";"431.640";"74.2% (Pnt)";"76.9% (Pnt)";"19249916"
"Raniel";"Brasil";"Def C";"Oliveirense";"27";"1.210";"62.380";"66.6% (DC)";"68.4% (DC)";"19348493"
"Raniel";"Brasil";"MA/Av C";"ADESG";"30";"50";"0";"66.0% (PLR)";"68.0% (PLR)";"2000007469"
"Raniel";"Brasil";"Def/M D";"Globo";"16";"30";"0";"40.6% (DL)";"64.2% (DL)";"2002160167"
"Raniele";"Brasil";"Def C, MD";"Corinthians";"27";"4.760";"4.110";"70.3% (MD)";"71.4% (MD)";"2000028409"
"Ranieri Barbosa";"Brasil";"MA C";"Trang";"30";"400";"4.360";"65.4% (MA)";"67.2% (MA)";"97205095"
"Raniery";"Brasil";"Def C";"Santa Cruz de Natal";"24";"70";"0";"60.5% (DC)";"63.1% (DC)";"2000129543"
"Ranjitsingh, Greg";"Trinidad e Tobago / Canadá / E.U.A.";"GR";"NYCFC";"31";"1.820";"9.030";"67.7% (GR)";"68.8% (GR)";"20034986"
"Raoni";"Brasil";"MD";"Bragantino (PA)";"21";"360";"300";"57.7% (M)";"59.4% (M)";"2002057557"
"Raony";"Brasil";"MA DC, Av C";"Elosport";"16";"30";"0";"52.0% (PLR)";"74.6% (PLR)";"2002159861"
"Raphael";"Brasil";"Def/Ala D";"Maranhão";"31";"200";"0";"64.1% (DL)";"65.5% (DL)";"19221644"
"Raphael";"Brasil";"Def C";"Santo André";"27";"50";"0";"62.1% (DC)";"62.1% (DC)";"19263860"
"Raphael";"Luxemburgo / Brasil";"GR";"Koeppchen";"34";"0";"0";"65.3% (GR)";"65.3% (GR)";"95059184"
"Raphael";"Brasil";"Def/Ala E";"Oeste Barueri";"24";"380";"0";"64.4% (DL)";"66.9% (DL)";"2000038522"
"Raphael";"Brasil";"Def/Ala E";"Humaitá (AC)";"23";"440";"0";"62.8% (DL)";"68.7% (DL)";"2000120020"
"Raphael";"Brasil";"Def/Ala D";"Ji-Paraná";"21";"50";"0";"54.0% (DL)";"61.4% (DL)";"2000150835"
"Raphael";"Brasil";"MA C";"Vasco (AC)";"23";"260";"0";"48.0% (MA)";"60.0% (MA)";"2000211173"
"Raphael";"Brasil";"MD, M DC";"Jacuipense";"16";"40";"24.500";"53.5% (MD)";"73.5% (MD)";"2002157777"
"Raphael";"Brasil";"Def/M E";"Serra Branca";"16";"30";"0";"43.4% (DL)";"49.5% (DL)";"2002160887"
"Raphael Aflalo";"Brasil";"GR";"Muttenz";"28";"300";"1.270";"67.5% (GR)";"69.1% (GR)";"83212486"
"Raphael Alemão";"Brasil";"MA DEC, Av C";"Asan FC";"28";"980";"55.400";"63.7% (Pnt)";"68.4% (Pnt)";"19283609"
"Raphael Augusto";"Brasil";"MA C";"Bangu";"33";"310";"80";"64.7% (MA)";"64.7% (MA)";"19095361"
"Raphael Augusto";"Brasil";"MA C";"Lagarto (SE)";"30";"80";"0";"58.5% (MA)";"59.5% (MA)";"19290842"
"Raphael Augusto";"Brasil";"MD";"Treze";"30";"1.410";"35.510";"66.6% (M)";"68.5% (M)";"2002052459"
"Raphael Azevedo";"Brasil";"Def C, MD";"-";"38";"0";"0";"64.0% (DC)";"64.0% (DC)";"19348635"
"Raphael Duque";"Brasil";"MA D, PL";"Freipaulistano";"28";"360";"0";"58.1% (PLR)";"65.3% (PLR)";"83110772"
"Raphael Freitas";"Brasil";"M C";"Rio Branco VN";"22";"50";"0";"54.8% (M)";"57.5% (M)";"2000137151"
"Raphael Gogoni";"Brasil";"Def/Ala D";"Real Brasília";"19";"460";"243.440";"64.6% (DL)";"73.9% (DL)";"2000206445"
"Raphael Lopes";"Brasil";"MA DE, PL";"Hamrun S.";"25";"480";"11.740";"62.3% (PLR)";"69.5% (PLR)";"2000013000"
"Raphael Luz";"Brasil";"MA/Av C";"Primavera";"35";"640";"70";"61.2% (PLR)";"61.2% (PLR)";"19038038"
"Raphael Mello";"Brasil / Portugal";"GR";"S. João Ver";"32";"1.340";"750";"67.9% (GR)";"68.7% (GR)";"83107353"
"Raphael Rodrigues";"Brasil";"Def C";"Santo André";"25";"460";"0";"62.5% (DC)";"66.1% (DC)";"19371455"
"Raphael Santiago";"Brasil / Portugal";"M C";"Odiáxere";"25";"0";"0";"62.2% (M)";"68.1% (M)";"2000054034"
"Raphael Silva";"Brasil";"Def C";"Al-Faisaly (KSA)";"32";"12.690";"147.909.090";"74.8% (DC)";"75.4% (DC)";"19225490"
"Raphael Soares";"Brasil";"Def/Ala E";"São José (RS)";"32";"320";"0";"64.1% (DL)";"64.8% (DL)";"19350361"
"Raphael Stard";"Brasil";"MA C";"Nacional (PR)";"25";"440";"0";"63.2% (M)";"65.0% (M)";"19390629"
"Raphael Toledo";"Brasil";"Def/Ala E, MA EC";"Tupi";"35";"600";"0";"62.3% (Pnt)";"62.3% (Pnt)";"19051585"
